payment_method,total_sales_x,total_quantity_sold_x,total_net_profit_x,month,total_sales_y,total_quantity_sold_y,total_net_profit_y,quarter,total_sales,total_quantity_sold,total_net_profit
EasyPaisa,2370604874.14,1681,700008063.84,2021-07,49528172.0,24,14858451.6,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2021-07,49528172.0,24,14858451.6,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2021-07,49528172.0,24,14858451.6,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2021-07,49528172.0,24,14858451.6,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2021-08,61019190.0,23,18305757.0,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2021-08,61019190.0,23,18305757.0,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2021-08,61019190.0,23,18305757.0,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2021-08,61019190.0,23,18305757.0,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2021-09,138677652.0,124,40982684.0,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2021-09,138677652.0,124,40982684.0,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2021-09,138677652.0,124,40982684.0,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2021-09,138677652.0,124,40982684.0,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2021-10,245273938.0,123,73582181.4,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2021-10,245273938.0,123,73582181.4,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2021-10,245273938.0,123,73582181.4,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2021-10,245273938.0,123,73582181.4,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2021-11,181799724.0,120,50323097.38,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2021-11,181799724.0,120,50323097.38,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2021-11,181799724.0,120,50323097.38,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2021-11,181799724.0,120,50323097.38,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2021-12,149964336.0,133,44989300.8,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2021-12,149964336.0,133,44989300.8,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2021-12,149964336.0,133,44989300.8,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2021-12,149964336.0,133,44989300.8,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-01,168249851.0,113,50358399.08,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-01,168249851.0,113,50358399.08,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-01,168249851.0,113,50358399.08,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-01,168249851.0,113,50358399.08,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-02,132503088.0,83,39624382.0,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-02,132503088.0,83,39624382.0,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-02,132503088.0,83,39624382.0,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-02,132503088.0,83,39624382.0,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-03,82309467.5,62,24543780.25,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-03,82309467.5,62,24543780.25,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-03,82309467.5,62,24543780.25,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-03,82309467.5,62,24543780.25,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-04,167520414.0,124,49991568.8,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-04,167520414.0,124,49991568.8,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-04,167520414.0,124,49991568.8,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-04,167520414.0,124,49991568.8,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-05,183590494.88,107,52856609.76,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-05,183590494.88,107,52856609.76,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-05,183590494.88,107,52856609.76,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-05,183590494.88,107,52856609.76,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-06,100667004.0,95,28807184.8,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-06,100667004.0,95,28807184.8,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-06,100667004.0,95,28807184.8,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-06,100667004.0,95,28807184.8,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-07,177905326.76,93,52892232.67,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-07,177905326.76,93,52892232.67,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-07,177905326.76,93,52892232.67,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-07,177905326.76,93,52892232.67,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-08,67326632.0,59,19962173.2,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-08,67326632.0,59,19962173.2,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-08,67326632.0,59,19962173.2,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-08,67326632.0,59,19962173.2,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-09,49885684.0,38,14937284.62,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-09,49885684.0,38,14937284.62,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-09,49885684.0,38,14937284.62,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-09,49885684.0,38,14937284.62,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-10,28766318.0,24,8629895.4,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-10,28766318.0,24,8629895.4,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-10,28766318.0,24,8629895.4,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-10,28766318.0,24,8629895.4,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-11,69349324.0,61,20303677.2,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-11,69349324.0,61,20303677.2,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-11,69349324.0,61,20303677.2,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-11,69349324.0,61,20303677.2,Q4,712547864.0,483,208839278.76
EasyPaisa,2370604874.14,1681,700008063.84,2022-12,37394224.0,22,11011126.58,Q1,526063958.5,444,156813094.03
EasyPaisa,2370604874.14,1681,700008063.84,2022-12,37394224.0,22,11011126.58,Q2,587650394.88,393,172417107.96
EasyPaisa,2370604874.14,1681,700008063.84,2022-12,37394224.0,22,11011126.58,Q3,544342656.76,361,161938583.09
EasyPaisa,2370604874.14,1681,700008063.84,2022-12,37394224.0,22,11011126.58,Q4,712547864.0,483,208839278.76
JazzCash,80131582.0,190,23239818.74,2021-01,376188.0,1,112856.4,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-01,376188.0,1,112856.4,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-01,376188.0,1,112856.4,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-01,376188.0,1,112856.4,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2021-02,4734540.0,1,1420362.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-02,4734540.0,1,1420362.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-02,4734540.0,1,1420362.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-02,4734540.0,1,1420362.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2021-05,1116500.0,3,334950.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-05,1116500.0,3,334950.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-05,1116500.0,3,334950.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-05,1116500.0,3,334950.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2021-06,2014050.0,2,604215.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-06,2014050.0,2,604215.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-06,2014050.0,2,604215.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-06,2014050.0,2,604215.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2021-07,473222.0,2,141966.6,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-07,473222.0,2,141966.6,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-07,473222.0,2,141966.6,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-07,473222.0,2,141966.6,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2021-08,336342.0,11,100902.6,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-08,336342.0,11,100902.6,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-08,336342.0,11,100902.6,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-08,336342.0,11,100902.6,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2021-09,3050220.0,6,915066.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-09,3050220.0,6,915066.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-09,3050220.0,6,915066.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-09,3050220.0,6,915066.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2021-10,6088434.0,9,1826530.2,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-10,6088434.0,9,1826530.2,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-10,6088434.0,9,1826530.2,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-10,6088434.0,9,1826530.2,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2021-11,2929000.0,4,873945.74,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-11,2929000.0,4,873945.74,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-11,2929000.0,4,873945.74,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-11,2929000.0,4,873945.74,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2021-12,2689112.0,22,806733.6,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2021-12,2689112.0,22,806733.6,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2021-12,2689112.0,22,806733.6,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2021-12,2689112.0,22,806733.6,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-01,6076950.0,26,1794085.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-01,6076950.0,26,1794085.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-01,6076950.0,26,1794085.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-01,6076950.0,26,1794085.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-02,2767470.0,8,830241.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-02,2767470.0,8,830241.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-02,2767470.0,8,830241.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-02,2767470.0,8,830241.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-03,5496370.0,26,1648911.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-03,5496370.0,26,1648911.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-03,5496370.0,26,1648911.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-03,5496370.0,26,1648911.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-04,5591142.0,7,1677342.6,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-04,5591142.0,7,1677342.6,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-04,5591142.0,7,1677342.6,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-04,5591142.0,7,1677342.6,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-05,8046050.0,6,2413815.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-05,8046050.0,6,2413815.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-05,8046050.0,6,2413815.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-05,8046050.0,6,2413815.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-06,3330302.0,11,999090.6,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-06,3330302.0,11,999090.6,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-06,3330302.0,11,999090.6,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-06,3330302.0,11,999090.6,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-07,3602496.0,14,1080748.8,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-07,3602496.0,14,1080748.8,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-07,3602496.0,14,1080748.8,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-07,3602496.0,14,1080748.8,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-08,8576228.0,17,2567068.4,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-08,8576228.0,17,2567068.4,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-08,8576228.0,17,2567068.4,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-08,8576228.0,17,2567068.4,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-09,715720.0,2,214716.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-09,715720.0,2,214716.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-09,715720.0,2,214716.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-09,715720.0,2,214716.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-10,1868412.0,2,560523.6,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-10,1868412.0,2,560523.6,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-10,1868412.0,2,560523.6,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-10,1868412.0,2,560523.6,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-11,4325060.0,7,1297518.0,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-11,4325060.0,7,1297518.0,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-11,4325060.0,7,1297518.0,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-11,4325060.0,7,1297518.0,Q4,23827792.0,47,6383481.74
JazzCash,80131582.0,190,23239818.74,2022-12,5927774.0,3,1018230.6,Q1,19451518.0,62,5806455.4
JazzCash,80131582.0,190,23239818.74,2022-12,5927774.0,3,1018230.6,Q2,20098044.0,29,6029413.2
JazzCash,80131582.0,190,23239818.74,2022-12,5927774.0,3,1018230.6,Q3,16754228.0,52,5020468.4
JazzCash,80131582.0,190,23239818.74,2022-12,5927774.0,3,1018230.6,Q4,23827792.0,47,6383481.74
,1954091891.0,1370,581318553.44,2021-01,35067380.0,14,10520214.0,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-01,35067380.0,14,10520214.0,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-01,35067380.0,14,10520214.0,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-01,35067380.0,14,10520214.0,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-02,33945138.0,15,10183541.4,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-02,33945138.0,15,10183541.4,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-02,33945138.0,15,10183541.4,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-02,33945138.0,15,10183541.4,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-03,96305926.0,50,28891777.8,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-03,96305926.0,50,28891777.8,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-03,96305926.0,50,28891777.8,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-03,96305926.0,50,28891777.8,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-04,11757934.0,11,3527380.2,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-04,11757934.0,11,3527380.2,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-04,11757934.0,11,3527380.2,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-04,11757934.0,11,3527380.2,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-05,26457570.0,12,7937271.0,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-05,26457570.0,12,7937271.0,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-05,26457570.0,12,7937271.0,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-05,26457570.0,12,7937271.0,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-06,23115262.0,6,6934578.6,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-06,23115262.0,6,6934578.6,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-06,23115262.0,6,6934578.6,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-06,23115262.0,6,6934578.6,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-07,246489560.0,118,73946868.0,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-07,246489560.0,118,73946868.0,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-07,246489560.0,118,73946868.0,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-07,246489560.0,118,73946868.0,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-08,209592976.0,99,62877892.8,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-08,209592976.0,99,62877892.8,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-08,209592976.0,99,62877892.8,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-08,209592976.0,99,62877892.8,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-09,174017284.0,74,52205185.2,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-09,174017284.0,74,52205185.2,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-09,174017284.0,74,52205185.2,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-09,174017284.0,74,52205185.2,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-10,27918590.0,34,8375577.0,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-10,27918590.0,34,8375577.0,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-10,27918590.0,34,8375577.0,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-10,27918590.0,34,8375577.0,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-11,18101162.0,24,5430348.6,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-11,18101162.0,24,5430348.6,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-11,18101162.0,24,5430348.6,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-11,18101162.0,24,5430348.6,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2021-12,22444956.0,15,6733486.8,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2021-12,22444956.0,15,6733486.8,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2021-12,22444956.0,15,6733486.8,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2021-12,22444956.0,15,6733486.8,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-01,17094514.0,18,5128354.2,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-01,17094514.0,18,5128354.2,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-01,17094514.0,18,5128354.2,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-01,17094514.0,18,5128354.2,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-02,22033156.0,11,6609946.8,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-02,22033156.0,11,6609946.8,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-02,22033156.0,11,6609946.8,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-02,22033156.0,11,6609946.8,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-03,134850696.0,260,39990875.3,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-03,134850696.0,260,39990875.3,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-03,134850696.0,260,39990875.3,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-03,134850696.0,260,39990875.3,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-04,321787190.0,267,94964969.48,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-04,321787190.0,267,94964969.48,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-04,321787190.0,267,94964969.48,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-04,321787190.0,267,94964969.48,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-05,147666550.0,99,43286517.66,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-05,147666550.0,99,43286517.66,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-05,147666550.0,99,43286517.66,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-05,147666550.0,99,43286517.66,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-06,129889144.0,73,38518113.2,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-06,129889144.0,73,38518113.2,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-06,129889144.0,73,38518113.2,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-06,129889144.0,73,38518113.2,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-07,77099284.0,73,22817240.6,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-07,77099284.0,73,22817240.6,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-07,77099284.0,73,22817240.6,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-07,77099284.0,73,22817240.6,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-08,31355322.0,17,9406596.6,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-08,31355322.0,17,9406596.6,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-08,31355322.0,17,9406596.6,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-08,31355322.0,17,9406596.6,Q4,171605238.0,136,50382700.5
,1954091891.0,1370,581318553.44,2022-09,43961767.0,17,13188530.1,Q1,339296810.0,368,101324709.5
,1954091891.0,1370,581318553.44,2022-09,43961767.0,17,13188530.1,Q2,660673650.0,468,195168830.14
,1954091891.0,1370,581318553.44,2022-09,43961767.0,17,13188530.1,Q3,782516193.0,398,234442313.3
,1954091891.0,1370,581318553.44,2022-09,43961767.0,17,13188530.1,Q4,171605238.0,136,50382700.5
